Timestamp,Vehicle_ID,Vehicle_Model,Battery_Age_Months,Avg_Cell_Voltage,Max_Cell_Voltage,Min_Cell_Voltage,Pack_Current,Charging_State,Charge_Throughput,Avg_Temperature,Max_Temperature,Min_Temperature,Ambient_Temperature,Internal_Resistance,Pressure_Level,Coolant_Flow_Rate,Insulation_Resistance,Cycle_Count,Depth_of_Discharge,Energy_Consumed_kWh,Energy_Regenerated_kWh,Distance_Traveled_km,Speed_kmh,Acceleration_ms2,Location_City,Location_Latitude,Location_Longitude,Altitude_m,Humidity_Percent,Air_Pressure_kPa,SOC,SOH,Voltage_Imbalance,Temperature_Gradient,Power_kW,Thermal_Risk_Score,Voltage_Risk_Score,Aging_Risk_Score,Overall_Risk_Score,Alert_Status,Critical_Alert,Hour,Day_of_Week,Month,Vehicle_Model_Encoded,Charging_State_Encoded,Location_City_Encoded,Risk_Category
2024-01-30 06:00:00,JLR-EV-1003,I-PACE,26,3.471,3.719,3.163,39.9,Discharging,25481.4,33.81,37.67,26.92,28.73,3.455,1.68,3.169,1509304,320,48.6,0.83,0.0,104.1,105.5,-0.1,Pune,18.5204,73.8567,560,66,93.9,12.821770719254838,79.5942497559926,0.556,10.75,0.1384929,20.94991841412969,100.0,50.95719540191322,57.302371272014305,Low Battery;Cell Imbalance,1,6,1,1,2,1,4,High
2024-01-30 12:00:00,JLR-EV-1003,I-PACE,46,3.559,3.742,3.259,19.3,Discharging,40295.11,32.16,37.28,30.16,31.29,3.31,1.519,3.754,1570993,591,28.3,0.41,0.0,183.6,99.6,-1.1,Mumbai,19.076,72.8777,14,70,102.0,37.71228306502505,70.1931668466939,0.4830000000000001,7.120000000000001,0.0686887,16.307609589634435,100.0,70.37119428584676,62.226267958493736,Cell Imbalance,1,12,1,1,2,1,3,High
2024-01-30 18:00:00,JLR-EV-1003,I-PACE,29,3.61,4.006,3.388,-0.44,Idle,35210.92,29.05,43.56,25.67,25.92,3.395,1.006,3.282,1057248,349,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,86,92.6,50.54075155451186,75.51905630729995,0.6180000000000003,17.89,0.0015884,8.302846513811465,100.0,57.71445371599795,55.33910007660313,Cell Imbalance,1,18,1,1,2,2,0,High
2024-01-31 00:00:00,JLR-EV-1003,I-PACE,6,3.424,3.639,3.064,74.6,Discharging,7795.02,36.19,44.92,32.56,30.49,2.924,1.338,3.459,1696604,96,58.8,1.53,0.0,148.5,81.2,-2.1,Chennai,13.0827,80.2707,6,70,100.9,17.074339824248337,95.47464053273032,0.5749999999999997,12.36,0.25543039999999995,28.033972890583428,100.0,15.306529767543205,47.78016755270887,Cell Imbalance,1,0,2,1,2,1,1,Medium
2024-01-31 06:00:00,JLR-EV-1003,I-PACE,49,3.532,3.831,3.23,1.0,Idle,53923.74,25.04,31.88,21.06,24.88,3.221,1.282,3.998,1487090,593,0.0,0.0,0.0,0.0,0.0,0.0,Delhi,28.6139,77.209,216,64,98.7,54.846698665853694,67.97413195919437,0.601,10.82,0.003532,2.03365346112314,100.0,82.98250281488782,61.67205209200366,Cell Imbalance,1,6,2,1,2,2,2,High
2024-01-31 12:00:00,JLR-EV-1003,I-PACE,29,3.534,3.81,3.196,76.97,Discharging,36843.06,41.82,51.96,34.86,30.77,3.408,1.187,3.762,1408761,374,54.3,1.63,0.0,19.0,6.9,0.7,Mumbai,19.076,72.8777,14,74,100.4,44.398390127255766,79.9338152310624,0.6139999999999999,17.1,0.27201198,38.831497954397875,100.0,45.620975985417566,61.48415797993849,Cell Imbalance,1,12,2,1,2,1,3,High
2024-01-31 18:00:00,JLR-EV-1003,I-PACE,32,3.739,4.03,3.386,73.67,Discharging,35390.67,30.42,42.03,27.61,26.55,3.088,1.579,2.856,1337785,385,67.9,1.65,0.0,7.1,73.9,-0.3,Mumbai,19.076,72.8777,14,77,102.0,64.50894772069782,75.7714408824164,0.6440000000000001,14.420000000000002,0.27545213,15.943847942222764,100.0,61.65169460967979,59.19851418396752,Cell Imbalance,1,18,2,1,2,1,3,High
2024-02-01 00:00:00,JLR-EV-1003,I-PACE,30,3.495,3.753,3.17,-91.22,Charging,32818.35,37.89,45.27,35.37,30.54,3.14,1.489,3.186,1363915,467,0.0,0.0,1.91,0.0,0.0,0.0,Pune,18.5204,73.8567,560,74,94.4,33.69511715086314,77.21141965498947,0.5830000000000002,9.900000000000006,0.3188139,29.930608090573134,100.0,56.060602772126174,61.99707028756644,Cell Imbalance,1,0,3,2,2,0,4,High
2024-02-01 06:00:00,JLR-EV-1003,I-PACE,59,3.663,3.85,3.541,104.41,Discharging,68772.75,33.52,37.75,30.09,25.66,3.466,1.733,2.849,1139186,786,53.5,2.29,0.0,30.4,95.1,0.1,Bangalore,12.9716,77.5946,920,82,92.7,41.4441480354416,61.66735344544785,0.30900000000000016,7.66,0.38245383,26.120777567868764,64.83973046330706,90.1181725835501,60.359560204908654,Cell Imbalance,1,6,3,2,2,1,0,High
2024-02-01 12:00:00,JLR-EV-1003,I-PACE,54,3.692,4.066,3.426,-1.52,Idle,58932.74,25.46,30.9,21.79,29.05,3.206,1.764,2.02,1312944,741,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,80,91.3,51.746170558377564,64.36811041557347,0.6399999999999997,9.11,0.00561184,2.5299799238752994,100.0,82.43372441244047,61.65456811210526,Cell Imbalance,1,12,3,2,2,2,0,High
2024-02-01 18:00:00,JLR-EV-1003,I-PACE,22,3.54,3.659,3.388,-66.37,Charging,19093.12,27.35,41.78,19.73,22.92,3.245,1.585,2.243,1189516,279,0.0,0.0,1.41,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,70,100.8,61.39506211345673,85.38221308977485,0.2709999999999999,22.05,0.23494980000000001,9.896458616280423,65.95016992250144,47.239329708879346,41.028652749220406,Cell Imbalance,1,18,3,2,2,0,1,Medium
2024-02-02 00:00:00,JLR-EV-1003,I-PACE,57,3.716,3.984,3.442,69.1,Discharging,63942.86,43.04,49.68,38.5,32.8,3.661,1.759,2.73,1190984,808,22.8,1.54,0.0,102.6,58.3,0.1,Bangalore,12.9716,77.5946,920,77,91.2,61.186750389031076,61.11633838669594,0.5419999999999998,11.18,0.2567756,42.281856480102206,100.0,93.3513409449794,78.54439914169386,Cell Imbalance,1,0,4,2,2,1,0,Critical
2024-02-02 06:00:00,JLR-EV-1003,I-PACE,15,3.67,3.955,3.376,92.04,Discharging,17365.92,30.01,33.81,26.36,24.34,3.107,1.014,2.965,1795159,199,69.4,2.03,0.0,129.2,53.9,1.5,Pune,18.5204,73.8567,560,74,93.9,36.59223216382067,91.03603480221496,0.5790000000000002,7.450000000000003,0.33778680000000005,15.929700015475413,100.0,23.759959129731172,46.56321971506886,Cell Imbalance,1,6,4,2,2,1,4,Medium
2024-02-02 12:00:00,JLR-EV-1003,I-PACE,7,3.504,3.704,3.344,-72.65,Charging,14702.66,37.76,41.71,32.83,27.26,2.876,1.635,3.12,1402055,168,0.0,0.0,1.53,0.0,0.0,0.0,Pune,18.5204,73.8567,560,75,94.6,61.30085921571483,93.60594336012043,0.3600000000000003,8.880000000000003,0.2545656,26.765256093423584,72.15626426015969,14.580285058555722,37.83393513737966,Cell Imbalance,1,12,4,2,2,0,4,Medium
2024-02-02 18:00:00,JLR-EV-1003,I-PACE,3,3.615,3.734,3.386,23.23,Discharging,18380.5,31.94,38.22,29.59,28.26,2.993,1.507,2.699,1526193,184,47.0,0.5,0.0,67.6,6.0,-2.0,Delhi,28.6139,77.209,216,68,99.8,36.000759641106484,95.51431980707893,0.34799999999999986,8.629999999999999,0.08397645,23.000407460373253,69.94922103832576,9.23969479645739,34.06310776505213,Cell Imbalance,1,18,4,2,2,1,2,Medium
2024-02-03 00:00:00,JLR-EV-1003,I-PACE,45,3.516,3.731,3.38,84.7,Discharging,65096.24,34.47,40.46,29.15,29.71,3.596,1.275,3.165,1009868,649,74.8,1.79,0.0,82.4,17.7,0.4,Chennai,13.0827,80.2707,6,81,102.1,35.868605824714834,67.56908164083157,0.351,11.310000000000002,0.2978052,21.437218456316902,75.6964154339106,80.11102104550773,59.08155164524508,Cell Imbalance,1,0,5,2,2,1,1,High
2024-02-03 06:00:00,JLR-EV-1003,I-PACE,37,3.728,4.089,3.487,79.86,Discharging,57522.7,40.26,48.51,35.41,29.53,3.25,1.493,2.46,1335555,587,49.9,1.79,0.0,86.8,14.5,1.6,Bangalore,12.9716,77.5946,920,69,92.8,61.962667823545615,76.03339410560868,0.6020000000000003,13.100000000000001,0.29771808,32.03183443954251,100.0,66.25132525466927,66.09438656473726,Cell Imbalance,1,6,5,2,2,1,0,High
2024-02-03 12:00:00,JLR-EV-1003,I-PACE,21,3.73,4.016,3.39,84.83,Discharging,29534.39,32.24,38.21,29.57,26.66,3.058,1.684,3.965,1093582,374,89.0,1.9,0.0,10.2,23.6,-1.7,Bangalore,12.9716,77.5946,920,72,92.5,65.50457240407046,86.4890177347507,0.6259999999999999,8.64,0.31641589999999997,16.49491206024238,100.0,43.04767047519583,53.18086084514607,Cell Imbalance,1,12,5,2,2,1,0,High
2024-02-03 18:00:00,JLR-EV-1003,I-PACE,28,3.543,3.853,3.162,22.76,Discharging,42160.42,27.92,34.01,20.48,28.4,3.079,1.041,2.569,1685432,467,50.2,0.48,0.0,2.6,51.9,-1.0,Chennai,13.0827,80.2707,6,85,102.3,41.58239552681472,79.20581946439101,0.6910000000000003,13.529999999999998,0.08063868,15.181022216942742,100.0,49.207908882193294,54.79631036637867,Cell Imbalance,1,18,5,2,2,1,1,High
2024-02-04 00:00:00,JLR-EV-1003,I-PACE,56,3.442,3.622,3.186,47.57,Discharging,62711.73,29.63,37.1,21.8,24.07,3.635,1.656,3.477,1323920,804,63.5,0.98,0.0,125.1,104.9,-1.4,Mumbai,19.076,72.8777,14,68,101.7,14.22263860208002,57.05929523464473,0.43599999999999994,15.3,0.16373594,14.090262710020497,91.50562101119968,95.39154658764778,66.99581010295599,Low Battery;Cell Imbalance,1,0,6,2,2,1,3,High
2024-02-04 06:00:00,JLR-EV-1003,I-PACE,10,3.449,3.79,3.194,45.29,Discharging,13896.64,39.99,47.05,35.14,32.64,3.107,1.567,2.411,1475012,143,51.7,0.94,0.0,152.6,52.3,-1.3,Pune,18.5204,73.8567,560,74,94.8,12.116227440974669,91.51082844658067,0.5960000000000001,11.909999999999997,0.15620520999999998,32.745027344473996,100.0,24.424405420495745,52.38981092165659,Low Battery;Cell Imbalance,1,6,6,2,2,1,4,High
2024-02-04 12:00:00,JLR-EV-1003,I-PACE,30,3.683,3.871,3.56,0.08,Idle,37339.29,26.92,34.32,19.7,25.13,2.895,1.533,2.539,1309726,490,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,88,100.7,47.4741817713847,78.52923887248417,0.31099999999999994,14.620000000000001,0.00029464000000000004,6.1240181146789,76.46602556991539,58.78703585901886,47.12569318120438,Cell Imbalance,1,12,6,2,2,2,1,Medium
2024-02-04 18:00:00,JLR-EV-1003,I-PACE,58,3.732,3.96,3.379,86.01,Discharging,67221.21,37.92,46.1,35.52,26.1,3.704,1.796,3.1,1429055,770,57.0,1.93,0.0,98.7,85.1,-0.1,Delhi,28.6139,77.209,216,69,100.3,62.18970121205233,55.724298296662234,0.581,10.579999999999998,0.32098932,28.22736281257474,100.0,95.47985000334516,74.56907093863997,Cell Imbalance,1,18,6,2,2,1,2,High
2024-02-05 00:00:00,JLR-EV-1003,I-PACE,57,3.642,3.969,3.482,82.83,Discharging,52708.76,40.87,45.69,38.15,32.79,3.601,1.76,2.772,1578223,725,77.2,1.81,0.0,109.6,18.5,-1.0,Pune,18.5204,73.8567,560,71,94.2,44.19870708444015,57.88694695981593,0.48699999999999966,7.539999999999999,0.30166686,35.87879449654869,100.0,99.8943226419634,78.59103904617069,Cell Imbalance,1,0,0,2,2,1,4,Critical
2024-02-05 06:00:00,JLR-EV-1003,I-PACE,13,3.557,3.699,3.302,-87.55,Charging,14477.3,33.14,39.56,29.36,27.92,3.175,1.05,2.475,1118935,179,0.0,0.0,1.87,0.0,0.0,0.0,Pune,18.5204,73.8567,560,61,93.0,55.97184632077574,87.91119126027942,0.3969999999999998,10.200000000000003,0.31141535,21.78788475103915,83.0492427555608,23.220985286156207,42.68603759758539,Cell Imbalance,1,6,0,2,2,0,4,Medium
2024-02-05 12:00:00,JLR-EV-1003,I-PACE,8,3.651,3.78,3.305,58.08,Discharging,20261.93,30.42,33.66,28.41,24.65,3.228,1.611,3.857,1692576,244,34.7,1.27,0.0,12.3,100.3,-1.5,Chennai,13.0827,80.2707,6,87,101.9,35.92491317324004,90.72160680390643,0.47499999999999964,5.2499999999999964,0.21205007999999997,16.56300479538305,100.0,16.465418400453064,44.34280773194538,Cell Imbalance,1,12,0,2,2,1,1,Medium
2024-02-05 18:00:00,JLR-EV-1003,I-PACE,60,3.548,3.799,3.383,-46.93,Charging,61908.61,29.69,38.55,27.1,26.63,3.46,1.362,2.641,1579786,720,0.0,0.0,1.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,86,100.6,64.71108454740339,57.08688451783228,0.4159999999999999,11.449999999999996,0.16650764,10.466667684434032,95.09322061855342,97.37681482715999,67.64556771004915,Cell Imbalance,1,18,0,2,2,0,1,High
2024-02-06 00:00:00,JLR-EV-1003,I-PACE,23,3.673,3.848,3.359,-83.64,Charging,20738.16,39.03,45.79,34.99,32.75,3.387,1.54,2.837,1047738,298,0.0,0.0,1.84,0.0,0.0,0.0,Delhi,28.6139,77.209,216,62,100.4,57.861697584204464,83.04077152267466,0.4889999999999999,10.799999999999997,0.30720972,34.92754376398954,100.0,45.65849517031446,60.19534631143467,Cell Imbalance,1,0,1,2,2,0,2,High
2024-02-06 06:00:00,JLR-EV-1003,I-PACE,30,3.643,3.937,3.278,81.54,Discharging,34758.11,32.47,42.45,30.37,25.51,3.313,1.799,2.061,1224255,474,87.5,1.78,0.0,80.4,30.1,2.3,Delhi,28.6139,77.209,216,71,99.9,43.8192464268739,74.9941562022693,0.6589999999999998,12.080000000000002,0.29705022000000003,21.168318497145783,100.0,48.98250595617912,56.716941484441634,Cell Imbalance,1,6,1,2,2,1,2,High
2024-02-06 12:00:00,JLR-EV-1003,I-PACE,58,3.582,3.684,3.46,-0.76,Idle,73058.8,34.32,40.76,29.93,30.4,3.494,1.115,2.408,1480134,839,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,82,101.9,51.67372475439901,61.29990673049169,0.2240000000000002,10.829999999999998,0.00272232,20.407098913688984,45.635453480678706,93.94532515613358,53.32929251683375,Cell Imbalance,1,12,1,2,2,2,1,High
2024-02-06 18:00:00,JLR-EV-1003,I-PACE,45,3.709,3.915,3.544,26.91,Discharging,63190.83,37.81,48.86,33.63,33.28,3.334,1.537,2.238,1689233,635,57.3,0.6,0.0,153.5,74.0,1.4,Mumbai,19.076,72.8777,14,79,100.8,68.89247716715974,66.33662468590671,0.371,15.229999999999997,0.09980919,34.83429723266736,76.70602641394876,75.67932122143743,62.40654828935118,Cell Imbalance,1,18,1,2,2,1,3,High
2024-02-07 00:00:00,JLR-EV-1003,I-PACE,60,3.548,3.768,3.152,31.69,Discharging,72881.24,34.6,46.59,31.44,29.31,3.752,1.158,2.2,1024185,807,36.7,0.67,0.0,167.8,27.5,0.8,Mumbai,19.076,72.8777,14,70,102.1,40.07358064064748,54.91886127627399,0.6159999999999997,15.150000000000002,0.11243612,24.86638899322068,100.0,92.92944783303976,72.59861227542014,Cell Imbalance,1,0,2,2,2,1,3,High
2024-02-07 06:00:00,JLR-EV-1003,I-PACE,15,3.605,3.756,3.388,70.0,Discharging,18874.07,36.16,49.74,29.77,25.74,3.193,1.508,3.466,1372517,235,44.6,1.51,0.0,29.0,102.2,-0.1,Bangalore,12.9716,77.5946,920,68,91.0,44.28703459596842,88.20184082807943,0.3679999999999999,19.970000000000002,0.25235,29.502574569988656,74.21744285156731,33.61336171156861,45.77779304437485,Cell Imbalance,1,6,2,2,2,1,0,Medium
2024-02-07 12:00:00,JLR-EV-1004,I-PACE,6,3.75,3.911,3.648,87.0,Discharging,16821.82,39.04,48.02,34.72,33.37,3.007,1.49,3.753,1779463,205,23.2,1.96,0.0,171.3,60.6,0.2,Pune,18.5204,73.8567,560,78,94.4,64.7134691610196,95.38380157837894,0.2629999999999999,13.300000000000004,0.32625,30.366936280929636,65.84611321168825,11.934836088294894,36.04929519363759,Cell Imbalance,1,12,2,2,2,1,4,Medium
2024-02-07 18:00:00,JLR-EV-1004,I-PACE,35,3.403,3.632,3.111,-58.83,Charging,35145.7,32.46,47.12,25.95,30.43,3.229,1.571,3.821,1305339,492,0.0,0.0,1.2,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,85,91.1,30.711037576537432,73.56703053465164,0.5209999999999999,21.169999999999998,0.20019848999999998,16.379765251158325,100.0,66.50729004426661,60.96235176514165,Cell Imbalance,1,18,2,2,2,0,0,High
2024-02-08 00:00:00,JLR-EV-1004,I-PACE,32,3.489,3.692,3.345,85.11,Discharging,34331.64,40.97,51.97,36.57,30.41,3.631,1.045,2.172,1798775,485,22.3,1.78,0.0,107.8,27.9,-2.0,Mumbai,19.076,72.8777,14,69,101.2,13.867967258542773,74.73273764027874,0.347,15.399999999999999,0.29694878999999996,33.50755396626575,79.17393232366308,59.209942115811344,57.297142801913395,Low Battery;Cell Imbalance,1,0,3,2,2,1,3,High
2024-02-08 06:00:00,JLR-EV-1004,I-PACE,52,3.586,3.874,3.441,99.49,Discharging,54525.7,39.71,43.85,36.29,29.6,3.655,1.125,3.486,1062375,662,62.2,2.14,0.0,191.3,9.9,1.1,Bangalore,12.9716,77.5946,920,77,91.1,40.424266061995674,63.72124732614119,0.4330000000000003,7.560000000000002,0.35677113999999993,35.65805005461139,99.45303887170257,83.95430221752781,73.02179704794726,Cell Imbalance,1,6,3,2,2,1,0,High
2024-02-08 12:00:00,JLR-EV-1004,I-PACE,6,3.412,3.586,3.054,0.62,Idle,7286.8,35.76,39.05,29.93,31.97,3.279,1.403,2.339,1388316,80,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,78,93.9,22.432841447904867,89.70347247190286,0.532,9.119999999999997,0.00211544,22.785487442514384,100.0,13.243598341240435,45.34302859458494,Cell Imbalance,1,12,3,2,2,2,4,Medium
2024-02-08 18:00:00,JLR-EV-1004,I-PACE,45,3.514,3.765,3.315,-97.52,Charging,47699.3,41.88,52.83,39.0,33.9,3.816,1.157,3.998,1406941,540,0.0,0.0,2.06,0.0,0.0,0.0,Pune,18.5204,73.8567,560,77,94.3,63.422297838426246,64.71185529506727,0.4500000000000002,13.829999999999998,0.34268528,40.50137092099987,100.0,76.0204777177252,72.1739495462417,Cell Imbalance,1,18,3,2,2,0,4,High
2024-02-09 00:00:00,JLR-EV-1004,I-PACE,21,3.747,3.966,3.478,-59.35,Charging,29897.1,37.05,49.03,33.71,33.9,3.237,1.228,3.703,1281810,341,0.0,0.0,1.33,0.0,0.0,0.0,Delhi,28.6139,77.209,216,62,100.0,87.61252588057741,81.45731801582588,0.488,15.32,0.22238444999999998,33.884843342656055,100.0,34.26630646644829,56.05038326970145,Cell Imbalance,1,0,4,2,2,0,2,High
2024-02-09 06:00:00,JLR-EV-1004,I-PACE,45,3.529,3.709,3.384,103.47,Discharging,43448.06,40.51,49.57,34.36,29.43,3.788,1.31,2.5,1768190,604,27.5,2.19,0.0,195.9,16.6,-2.4,Delhi,28.6139,77.209,216,63,99.7,38.82379046406768,66.89669930185032,0.3250000000000002,15.21,0.36514563,40.741056350849604,69.89887874771107,75.86576479984434,62.168566632801664,Cell Imbalance,1,6,4,2,2,1,2,High
2024-02-09 12:00:00,JLR-EV-1004,I-PACE,45,3.432,3.767,3.311,-36.97,Charging,58270.74,31.52,39.45,27.65,30.37,3.523,1.543,3.811,1144559,586,0.0,0.0,0.76,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,67,100.5,33.05294989499494,67.77628991614644,0.45599999999999996,11.800000000000004,0.12688104,13.624476032675606,97.49200887923803,78.68414245497272,63.26687578896212,Cell Imbalance,1,12,4,2,2,0,3,High
2024-02-09 18:00:00,JLR-EV-1004,I-PACE,36,3.388,3.775,2.989,60.49,Discharging,48945.25,39.65,49.6,34.55,31.06,3.252,1.619,2.931,1182056,508,62.6,1.23,0.0,191.9,58.2,1.4,Mumbai,19.076,72.8777,14,74,101.1,11.65204074892485,75.81668084015594,0.786,15.050000000000004,0.20494012,30.659613476408094,100.0,60.932311580598856,63.86397501900231,Low Battery;Cell Imbalance,1,18,4,2,2,1,3,High
2024-02-10 00:00:00,JLR-EV-1004,I-PACE,28,3.604,3.783,3.346,58.83,Discharging,32493.5,33.45,43.53,30.77,25.83,3.235,1.706,3.194,1711291,367,50.8,1.27,0.0,65.9,110.0,2.2,Delhi,28.6139,77.209,216,72,100.1,37.48121973504447,82.37389176245458,0.43699999999999983,12.760000000000002,0.21202332000000002,25.34428063262137,95.75402392186108,55.401259177259774,58.83318791058074,Cell Imbalance,1,0,5,2,2,1,2,High
2024-02-10 06:00:00,JLR-EV-1004,I-PACE,7,3.615,3.863,3.463,-1.13,Idle,13559.47,30.17,39.03,27.68,27.03,2.948,1.556,3.55,1624345,138,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,82,102.1,52.546833465264456,96.60845722786702,0.3999999999999999,11.350000000000001,0.00408495,13.921220307346054,91.88503058894102,12.292734298536569,39.366328398274554,Cell Imbalance,1,6,5,2,2,2,3,Medium
2024-02-10 12:00:00,JLR-EV-1004,I-PACE,25,3.393,3.544,3.16,94.49,Discharging,32547.35,34.39,43.94,32.14,24.83,3.175,1.588,3.331,1530776,444,77.7,1.92,0.0,152.2,103.1,-0.5,Chennai,13.0827,80.2707,6,74,101.8,11.333492056958484,78.67158913336077,0.3839999999999999,11.799999999999997,0.32060457,22.44701814023523,80.61920619457443,52.22260115862587,51.76294183114518,Low Battery;Cell Imbalance,1,12,5,2,2,1,1,High
2024-02-10 18:00:00,JLR-EV-1004,I-PACE,49,3.387,3.745,3.011,103.77,Discharging,57511.28,34.22,40.46,28.23,27.03,3.405,1.451,2.006,1796558,736,37.3,2.11,0.0,72.6,60.3,-0.3,Pune,18.5204,73.8567,560,73,93.4,17.75154849403941,67.61237357427231,0.734,12.23,0.35146899,23.455131299989645,100.0,85.44379624027822,69.63297584675595,Cell Imbalance,1,18,5,2,2,1,4,High
2024-02-11 00:00:00,JLR-EV-1004,I-PACE,31,3.665,3.812,3.35,1.97,Idle,41360.94,31.96,36.51,27.77,29.95,3.12,1.138,3.438,1318639,478,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,84,91.3,51.85213617276323,77.00055037630042,0.46199999999999974,8.739999999999998,0.0072200499999999996,20.126910298613133,100.0,57.69254713258543,59.27315247706618,Cell Imbalance,1,0,6,2,2,2,0,High
2024-02-11 06:00:00,JLR-EV-1004,I-PACE,42,3.606,3.828,3.383,65.82,Discharging,60434.83,38.83,49.13,31.57,28.46,3.695,1.449,3.517,1455472,653,81.5,1.42,0.0,165.0,82.7,1.1,Delhi,28.6139,77.209,216,59,100.1,35.871623084613645,67.4417508825392,0.44499999999999984,17.560000000000002,0.23734691999999996,29.963122790916643,89.31079778482601,70.57236428070249,63.282094952148384,Cell Imbalance,1,6,6,2,2,1,2,High
2024-02-11 12:00:00,JLR-EV-1004,I-PACE,41,3.531,3.816,3.401,1.89,Idle,47057.27,23.95,37.86,17.96,25.77,3.363,1.651,2.999,1040385,579,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,67,93.6,49.98576917788161,68.98634583667308,0.41500000000000004,19.9,0.00667359,0.0,85.43794238215936,62.43981026760267,49.29258421658735,Cell Imbalance,1,12,6,2,2,2,4,Medium
2024-02-11 18:00:00,JLR-EV-1004,I-PACE,37,3.424,3.576,3.076,85.87,Discharging,32907.74,39.76,48.69,35.56,32.98,3.24,1.609,3.191,1493830,470,82.8,1.76,0.0,16.6,93.4,-0.1,Chennai,13.0827,80.2707,6,89,101.9,13.975265206618879,72.52978416331266,0.5,13.129999999999995,0.29401888000000004,39.22748720456224,100.0,62.70209967497175,67.309862293178,Low Battery;Cell Imbalance,1,18,6,2,2,1,1,High
2024-02-12 00:00:00,JLR-EV-1004,I-PACE,2,3.795,4.025,3.452,42.93,Discharging,9880.84,28.8,38.85,21.15,25.42,2.868,1.363,2.778,1301627,130,52.6,0.98,0.0,41.1,39.7,-2.0,Bangalore,12.9716,77.5946,920,73,91.3,68.69904777066652,99.91766792749495,0.5730000000000004,17.700000000000003,0.16291935000000002,16.042797855939135,100.0,17.12684538885475,44.38988108159796,Cell Imbalance,1,0,0,2,2,1,0,Medium
2024-02-12 06:00:00,JLR-EV-1004,I-PACE,1,3.694,4.037,3.551,60.94,Discharging,9748.66,34.76,41.51,29.7,31.21,3.031,1.62,2.591,1065716,100,47.3,1.35,0.0,184.4,108.1,-0.6,Pune,18.5204,73.8567,560,79,93.4,41.29696378578564,97.57745491465386,0.48599999999999977,11.809999999999999,0.22511235999999998,26.307974193829764,100.0,3.15906112009995,43.155678437976576,Cell Imbalance,1,6,0,2,2,1,4,Medium
2024-02-12 12:00:00,JLR-EV-1004,I-PACE,20,3.543,3.829,3.322,-0.47,Idle,23764.12,28.15,37.06,21.76,29.63,3.048,1.009,3.802,1323723,295,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,84,102.0,48.31072342597584,83.06236104913641,0.5070000000000001,15.3,0.00166521,10.748145958450674,100.0,31.52998413100867,47.42604336315312,Cell Imbalance,1,12,0,2,2,2,1,Medium
2024-02-12 18:00:00,JLR-EV-1004,I-PACE,37,3.425,3.788,3.245,-23.15,Charging,36396.89,34.98,38.18,28.75,34.13,3.204,1.136,3.597,1081508,495,0.0,0.0,0.48,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,73,92.3,33.461687636331526,76.50812715314876,0.5429999999999997,9.43,0.07928874999999999,25.017766606713742,100.0,64.35037946286366,63.122715356525795,Cell Imbalance,1,18,0,2,2,0,0,High
2024-02-13 00:00:00,JLR-EV-1004,I-PACE,39,3.734,3.901,3.444,-32.38,Charging,47521.25,30.48,33.88,27.81,27.54,3.105,1.412,3.016,1405599,570,0.0,0.0,0.73,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,72,91.8,89.3636376400055,75.54300143351057,0.45699999999999985,6.070000000000004,0.12090692000000001,16.485292216299673,100.0,71.65155985575024,62.71228402401664,Cell Imbalance,1,0,1,2,2,0,0,High
2024-02-13 06:00:00,JLR-EV-1004,I-PACE,10,3.514,3.846,3.267,29.87,Discharging,11517.84,39.93,50.08,32.27,33.96,3.238,1.016,3.385,1657181,165,30.0,0.63,0.0,31.2,67.2,-2.3,Mumbai,19.076,72.8777,14,77,100.8,36.954557407417965,90.85029807288994,0.5790000000000002,17.809999999999995,0.10496317999999999,37.27429794718394,100.0,22.61708419394877,53.29712738037756,Cell Imbalance,1,6,1,2,2,1,3,High
2024-02-13 12:00:00,JLR-EV-1004,I-PACE,6,3.541,3.744,3.192,-58.4,Charging,11897.94,31.82,37.15,26.5,28.72,2.835,1.316,2.981,1763129,144,0.0,0.0,1.24,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,76,101.0,64.56600435653536,95.77918284694843,0.552,10.649999999999999,0.2067944,23.480490070904597,100.0,16.51962746908696,46.66670584666385,Cell Imbalance,1,12,1,2,2,0,1,Medium
